34.69118,-1.966135|34.70118,-1.956135
31.14648803489062,-9.295749659159064|31.44648803489062,-8.995749659159063
31.14648803489062,-8.995749659159063|31.44648803489062,-8.695749659159063
31.14648803489062,-8.695749659159063|31.44648803489062,-8.395749659159062
31.14648803489062,-7.795749659159061|31.44648803489062,-7.4957496591590616
31.14648803489062,-7.4957496591590616|31.44648803489062,-7.195749659159062
31.14648803489062,-7.195749659159062|31.44648803489062,-6.895749659159062
31.14648803489062,-6.895749659159062|31.44648803489062,-6.595749659159062
31.14648803489062,-6.595749659159062|31.44648803489062,-6.295749659159062
31.14648803489062,-5.695749659159063|31.44648803489062,-5.395749659159063
31.14648803489062,-5.395749659159063|31.44648803489062,-5.095749659159063
31.14648803489062,-5.095749659159063|31.44648803489062,-4.795749659159063
31.14648803489062,-4.795749659159063|31.44648803489062,-4.495749659159063
31.44648803489062,-9.595749659159065|31.74648803489062,-9.295749659159064
31.44648803489062,-9.295749659159064|31.74648803489062,-8.995749659159063
31.44648803489062,-8.695749659159063|31.74648803489062,-8.395749659159062
31.44648803489062,-7.4957496591590616|31.74648803489062,-7.195749659159062
31.44648803489062,-6.895749659159062|31.74648803489062,-6.595749659159062
31.44648803489062,-6.595749659159062|31.74648803489062,-6.295749659159062
31.44648803489062,-6.295749659159062|31.74648803489062,-5.995749659159062
31.44648803489062,-5.995749659159062|31.74648803489062,-5.695749659159063
31.44648803489062,-5.395749659159063|31.74648803489062,-5.095749659159063
31.44648803489062,-4.795749659159063|31.74648803489062,-4.495749659159063
31.44648803489062,-4.1957496591590635|31.74648803489062,-3.8957496591590637
31.44648803489062,-3.8957496591590637|31.74648803489062,-3.595749659159064
31.74648803489062,-9.595749659159065|32.04648803489062,-9.295749659159064
31.74648803489062,-9.295749659159064|32.04648803489062,-8.995749659159063
31.74648803489062,-8.995749659159063|32.04648803489062,-8.695749659159063
31.74648803489062,-8.695749659159063|32.04648803489062,-8.395749659159062
31.74648803489062,-8.395749659159062|32.04648803489062,-8.095749659159061
31.74648803489062,-8.095749659159061|32.04648803489062,-7.795749659159061
31.74648803489062,-7.795749659159061|32.04648803489062,-7.4957496591590616
31.74648803489062,-7.195749659159062|32.04648803489062,-6.895749659159062
31.74648803489062,-6.295749659159062|32.04648803489062,-5.995749659159062
31.74648803489062,-5.995749659159062|32.04648803489062,-5.695749659159063
31.74648803489062,-5.695749659159063|32.04648803489062,-5.395749659159063
31.74648803489062,-5.395749659159063|32.04648803489062,-5.095749659159063
31.74648803489062,-5.095749659159063|32.04648803489062,-4.795749659159063
31.74648803489062,-4.795749659159063|32.04648803489062,-4.495749659159063
31.74648803489062,-4.1957496591590635|32.04648803489062,-3.8957496591590637
31.74648803489062,-3.8957496591590637|32.04648803489062,-3.595749659159064
31.74648803489062,-3.595749659159064|32.04648803489062,-3.295749659159064
31.74648803489062,-3.295749659159064|32.04648803489062,-2.995749659159064
32.04648803489062,-8.995749659159063|32.34648803489062,-8.695749659159063
32.04648803489062,-8.395749659159062|32.34648803489062,-8.095749659159061
32.04648803489062,-7.795749659159061|32.34648803489062,-7.4957496591590616
32.04648803489062,-6.295749659159062|32.34648803489062,-5.995749659159062
32.04648803489062,-5.995749659159062|32.34648803489062,-5.695749659159063
32.04648803489062,-5.695749659159063|32.34648803489062,-5.395749659159063
32.04648803489062,-5.395749659159063|32.34648803489062,-5.095749659159063
32.04648803489062,-5.095749659159063|32.34648803489062,-4.795749659159063
32.04648803489062,-4.795749659159063|32.34648803489062,-4.495749659159063
32.04648803489062,-4.495749659159063|32.34648803489062,-4.1957496591590635
32.04648803489062,-4.1957496591590635|32.34648803489062,-3.8957496591590637
32.04648803489062,-3.8957496591590637|32.34648803489062,-3.595749659159064
32.04648803489062,-3.595749659159064|32.34648803489062,-3.295749659159064
32.04648803489062,-3.295749659159064|32.34648803489062,-2.995749659159064
32.04648803489062,-2.995749659159064|32.34648803489062,-2.6957496591590644
32.04648803489062,-2.6957496591590644|32.34648803489062,-2.3957496591590646
32.04648803489062,-2.3957496591590646|32.34648803489062,-2.0957496591590647
32.04648803489062,-2.0957496591590647|32.34648803489062,-1.7957496591590647
32.04648803489062,-1.7957496591590647|32.34648803489062,-1.4957496591590647
32.04648803489062,-1.4957496591590647|32.34648803489062,-1.1957496591590646
32.34648803489062,-9.295749659159064|32.646488034890616,-8.995749659159063
32.34648803489062,-8.995749659159063|32.646488034890616,-8.695749659159063
32.34648803489062,-8.695749659159063|32.646488034890616,-8.395749659159062
32.34648803489062,-8.395749659159062|32.646488034890616,-8.095749659159061
32.34648803489062,-8.095749659159061|32.646488034890616,-7.795749659159061
32.34648803489062,-7.795749659159061|32.646488034890616,-7.4957496591590616
32.34648803489062,-7.4957496591590616|32.646488034890616,-7.195749659159062
32.34648803489062,-5.695749659159063|32.646488034890616,-5.395749659159063
32.34648803489062,-5.395749659159063|32.646488034890616,-5.095749659159063
32.34648803489062,-5.095749659159063|32.646488034890616,-4.795749659159063
32.34648803489062,-4.795749659159063|32.646488034890616,-4.495749659159063
32.34648803489062,-4.495749659159063|32.646488034890616,-4.1957496591590635
32.34648803489062,-4.1957496591590635|32.646488034890616,-3.8957496591590637
32.34648803489062,-3.8957496591590637|32.646488034890616,-3.595749659159064
32.34648803489062,-3.595749659159064|32.646488034890616,-3.295749659159064
32.34648803489062,-3.295749659159064|32.646488034890616,-2.995749659159064
32.34648803489062,-2.995749659159064|32.646488034890616,-2.6957496591590644
32.34648803489062,-2.6957496591590644|32.646488034890616,-2.3957496591590646
32.34648803489062,-2.3957496591590646|32.646488034890616,-2.0957496591590647
32.34648803489062,-1.7957496591590647|32.646488034890616,-1.4957496591590647
32.34648803489062,-1.4957496591590647|32.646488034890616,-1.1957496591590646
32.646488034890616,-8.995749659159063|32.94648803489061,-8.695749659159063
32.646488034890616,-8.395749659159062|32.94648803489061,-8.095749659159061
32.646488034890616,-8.095749659159061|32.94648803489061,-7.795749659159061
32.646488034890616,-7.795749659159061|32.94648803489061,-7.4957496591590616
32.646488034890616,-7.4957496591590616|32.94648803489061,-7.195749659159062
32.646488034890616,-5.395749659159063|32.94648803489061,-5.095749659159063
32.646488034890616,-5.095749659159063|32.94648803489061,-4.795749659159063
32.646488034890616,-4.495749659159063|32.94648803489061,-4.1957496591590635
32.646488034890616,-4.1957496591590635|32.94648803489061,-3.8957496591590637
32.646488034890616,-3.8957496591590637|32.94648803489061,-3.595749659159064
32.646488034890616,-3.595749659159064|32.94648803489061,-3.295749659159064
32.646488034890616,-3.295749659159064|32.94648803489061,-2.995749659159064
32.646488034890616,-2.995749659159064|32.94648803489061,-2.6957496591590644
32.646488034890616,-2.6957496591590644|32.94648803489061,-2.3957496591590646
32.646488034890616,-2.3957496591590646|32.94648803489061,-2.0957496591590647
32.646488034890616,-2.0957496591590647|32.94648803489061,-1.7957496591590647
32.646488034890616,-1.7957496591590647|32.94648803489061,-1.4957496591590647
32.94648803489061,-8.395749659159062|33.24648803489061,-8.095749659159061
32.94648803489061,-8.095749659159061|33.24648803489061,-7.795749659159061
32.94648803489061,-7.4957496591590616|33.24648803489061,-7.195749659159062
32.94648803489061,-7.195749659159062|33.24648803489061,-6.895749659159062
32.94648803489061,-6.895749659159062|33.24648803489061,-6.595749659159062
32.94648803489061,-6.595749659159062|33.24648803489061,-6.295749659159062
32.94648803489061,-5.395749659159063|33.24648803489061,-5.095749659159063
32.94648803489061,-5.095749659159063|33.24648803489061,-4.795749659159063
32.94648803489061,-4.795749659159063|33.24648803489061,-4.495749659159063
32.94648803489061,-4.495749659159063|33.24648803489061,-4.1957496591590635
32.94648803489061,-3.8957496591590637|33.24648803489061,-3.595749659159064
32.94648803489061,-3.595749659159064|33.24648803489061,-3.295749659159064
32.94648803489061,-3.295749659159064|33.24648803489061,-2.995749659159064
32.94648803489061,-2.995749659159064|33.24648803489061,-2.6957496591590644
32.94648803489061,-2.6957496591590644|33.24648803489061,-2.3957496591590646
32.94648803489061,-2.3957496591590646|33.24648803489061,-2.0957496591590647
32.94648803489061,-2.0957496591590647|33.24648803489061,-1.7957496591590647
32.94648803489061,-1.7957496591590647|33.24648803489061,-1.4957496591590647
33.24648803489061,-6.595749659159062|33.54648803489061,-6.295749659159062
33.24648803489061,-5.095749659159063|33.54648803489061,-4.795749659159063
33.24648803489061,-4.795749659159063|33.54648803489061,-4.495749659159063
33.24648803489061,-4.495749659159063|33.54648803489061,-4.1957496591590635
33.24648803489061,-4.1957496591590635|33.54648803489061,-3.8957496591590637
33.24648803489061,-3.8957496591590637|33.54648803489061,-3.595749659159064
33.24648803489061,-3.595749659159064|33.54648803489061,-3.295749659159064
33.24648803489061,-3.295749659159064|33.54648803489061,-2.995749659159064
33.24648803489061,-2.995749659159064|33.54648803489061,-2.6957496591590644
33.24648803489061,-2.6957496591590644|33.54648803489061,-2.3957496591590646
33.24648803489061,-2.3957496591590646|33.54648803489061,-2.0957496591590647
33.24648803489061,-2.0957496591590647|33.54648803489061,-1.7957496591590647
33.24648803489061,-1.7957496591590647|33.54648803489061,-1.4957496591590647
33.54648803489061,-6.595749659159062|33.846488034890605,-6.295749659159062
33.54648803489061,-5.995749659159062|33.846488034890605,-5.695749659159063
33.54648803489061,-4.795749659159063|33.846488034890605,-4.495749659159063
33.54648803489061,-4.495749659159063|33.846488034890605,-4.1957496591590635
33.54648803489061,-4.1957496591590635|33.846488034890605,-3.8957496591590637
33.54648803489061,-3.8957496591590637|33.846488034890605,-3.595749659159064
33.54648803489061,-3.595749659159064|33.846488034890605,-3.295749659159064
33.54648803489061,-3.295749659159064|33.846488034890605,-2.995749659159064
33.54648803489061,-2.995749659159064|33.846488034890605,-2.6957496591590644
33.54648803489061,-2.6957496591590644|33.846488034890605,-2.3957496591590646
33.54648803489061,-2.3957496591590646|33.846488034890605,-2.0957496591590647
33.54648803489061,-2.0957496591590647|33.846488034890605,-1.7957496591590647
33.846488034890605,-6.595749659159062|34.1464880348906,-6.295749659159062
33.846488034890605,-5.995749659159062|34.1464880348906,-5.695749659159063
33.846488034890605,-4.795749659159063|34.1464880348906,-4.495749659159063
33.846488034890605,-4.1957496591590635|34.1464880348906,-3.8957496591590637
33.846488034890605,-3.8957496591590637|34.1464880348906,-3.595749659159064
33.846488034890605,-3.595749659159064|34.1464880348906,-3.295749659159064
33.846488034890605,-3.295749659159064|34.1464880348906,-2.995749659159064
33.846488034890605,-2.995749659159064|34.1464880348906,-2.6957496591590644
33.846488034890605,-2.6957496591590644|34.1464880348906,-2.3957496591590646
33.846488034890605,-2.3957496591590646|34.1464880348906,-2.0957496591590647
33.846488034890605,-2.0957496591590647|34.1464880348906,-1.7957496591590647
34.1464880348906,-5.395749659159063|34.4464880348906,-5.095749659159063
34.1464880348906,-5.095749659159063|34.4464880348906,-4.795749659159063
34.1464880348906,-4.795749659159063|34.4464880348906,-4.495749659159063
34.1464880348906,-4.495749659159063|34.4464880348906,-4.1957496591590635
34.1464880348906,-3.8957496591590637|34.4464880348906,-3.595749659159064
34.1464880348906,-3.295749659159064|34.4464880348906,-2.995749659159064
34.1464880348906,-2.6957496591590644|34.4464880348906,-2.3957496591590646
34.1464880348906,-2.0957496591590647|34.4464880348906,-1.7957496591590647
34.4464880348906,-6.595749659159062|34.7464880348906,-6.295749659159062
34.4464880348906,-6.295749659159062|34.7464880348906,-5.995749659159062
34.4464880348906,-5.395749659159063|34.7464880348906,-5.095749659159063
34.4464880348906,-5.095749659159063|34.7464880348906,-4.795749659159063
34.4464880348906,-4.795749659159063|34.7464880348906,-4.495749659159063
34.4464880348906,-4.495749659159063|34.7464880348906,-4.1957496591590635
34.4464880348906,-4.1957496591590635|34.7464880348906,-3.8957496591590637
34.4464880348906,-3.8957496591590637|34.7464880348906,-3.595749659159064
34.4464880348906,-3.595749659159064|34.7464880348906,-3.295749659159064
34.4464880348906,-3.295749659159064|34.7464880348906,-2.995749659159064
34.4464880348906,-2.995749659159064|34.7464880348906,-2.6957496591590644
34.4464880348906,-2.3957496591590646|34.7464880348906,-2.0957496591590647
34.7464880348906,-5.395749659159063|35.046488034890594,-5.095749659159063
34.7464880348906,-5.095749659159063|35.046488034890594,-4.795749659159063
34.7464880348906,-4.795749659159063|35.046488034890594,-4.495749659159063
34.7464880348906,-4.495749659159063|35.046488034890594,-4.1957496591590635
34.7464880348906,-4.1957496591590635|35.046488034890594,-3.8957496591590637
34.7464880348906,-3.8957496591590637|35.046488034890594,-3.595749659159064
34.7464880348906,-3.595749659159064|35.046488034890594,-3.295749659159064
34.7464880348906,-2.6957496591590644|35.046488034890594,-2.3957496591590646
35.046488034890594,-5.995749659159062|35.34648803489059,-5.695749659159063
35.046488034890594,-5.695749659159063|35.34648803489059,-5.395749659159063
35.046488034890594,-5.095749659159063|35.34648803489059,-4.795749659159063
35.046488034890594,-4.795749659159063|35.34648803489059,-4.495749659159063
35.046488034890594,-4.495749659159063|35.34648803489059,-4.1957496591590635
35.046488034890594,-3.595749659159064|35.34648803489059,-3.295749659159064
35.34648803489059,-5.995749659159062|35.64648803489059,-5.695749659159063
